N,P,K,temperature,humidity,ph,rainfall,label
46,108,121,15.8,86,7.574561547,124.6,Potato
172,4,79,32.4,84,7.350869792,185.3,Potato
22,11,57,19.8,76.6,7.513151076,290.4,Potato
186,111,108,18.3,54.6,7.025607706,227.4,Potato
2,22,199,37.8,45.8,6.804253866,197.6,Potato
135,32,135,32.8,53.1,7.163043872,249.4,Potato
29,100,187,31.3,63.4,7.338929556,145.7,Potato
64,148,11,23,45.6,6.621323612,227.6,Potato
180,53,89,31.6,44.3,6.661870999,59.3,Potato
143,7,183,28,72.3,7.733149554,274.4,Potato
17,124,55,29.9,72.2,7.402891666,111.1,Potato
92,133,70,33.9,79.2,6.599147298,75.7,Potato
67,59,164,36.6,43,7.04174124,132,Potato
88,34,98,22.8,67.7,7.353876754,219.4,Potato
66,162,39,16.2,80.4,7.026795359,142.5,Potato
109,116,81,37.4,54.4,6.814301033,174.5,Potato
52,193,193,24.4,75.7,7.42160832,289.6,Potato
164,12,124,23.6,41.3,6.847382891,184.3,Potato
63,192,55,28.9,70.4,7.191522601,214.8,Potato
37,88,112,30.8,74.3,7.01285529,108.7,Potato
80,6,158,33.3,86.2,7.368318809,111.8,Potato
90,63,41,24,70.6,7.26154329,177.9,Potato
1,125,46,33.1,47.9,6.52669158,124.2,Potato
89,142,141,32.8,48.5,6.872594461,75,Potato
9,155,125,24.8,86.7,6.874142175,210,Potato
81,124,156,30.8,46.2,7.76061831,261.6,Potato
47,100,91,27.8,51.2,6.781841984,298.7,Potato
66,1,165,31.4,53.5,7.326980454,56,Potato
112,9,57,32.6,62.6,7.453975408,267.2,Potato
